0,2.013766,-0.608261,9.608321,0.016182,0.015886,-0.011883
10000000,2.083096,-0.703744,9.569083,-0.001871,0.008497,-0.003859
20000000,2.054484,-0.721877,9.638292,-0.011747,0.004359,-0.015509
30000000,2.087503,-0.668786,9.560878,0.008846,-0.000544,-0.003816
40000000,1.947183,-0.658388,9.653975,-0.006419,-0.012836,-0.000940
50000000,1.966451,-0.605236,9.598873,-0.008763,-0.012333,-0.004827
60000000,2.040154,-0.651013,9.692300,0.009544,0.016001,-0.012601
70000000,1.996439,-0.644672,9.575609,-0.001893,0.012129,-0.004507
80000000,2.024639,-0.679374,9.611275,-0.006061,0.018560,-0.009391
90000000,1.984763,-0.670279,9.635948,0.002733,0.007872,-0.002095
100000000,2.010884,-0.707203,9.610291,-0.017664,-0.007021,0.001003
110000000,2.099380,-0.593063,9.682833,-0.014598,0.014996,-0.002739
120000000,2.070572,-0.676743,9.605433,0.005605,-0.002304,-0.008372
130000000,2.116638,-0.739562,9.577065,0.001433,-0.004594,0.009062
140000000,2.007513,-0.598039,9.485934,0.012010,0.003169,-0.000962
150000000,2.054599,-0.745501,9.609458,0.003126,0.003318,-0.017408
160000000,2.001549,-0.690954,9.593783,0.002367,-0.000372,0.013690
170000000,2.015767,-0.715576,9.540574,-0.005286,0.005348,-0.005105
180000000,2.090304,-0.617568,9.606301,0.013696,0.005350,-0.012840
190000000,2.082755,-0.562959,9.528634,0.013706,-0.002794,-0.006685
200000000,2.010221,-0.678057,9.510779,-0.012392,0.011761,0.015603
210000000,2.094527,-0.627704,9.504039,0.006204,0.009744,0.001541
220000000,2.012054,-0.785480,9.595639,0.009379,0.007975,0.003538
230000000,2.077877,-0.627589,9.534654,-0.015246,-0.000078,-0.005804
240000000,2.049555,-0.577233,9.563404,-0.004165,-0.000532,-0.001935
250000000,1.992088,-0.557894,9.552129,-0.001472,-0.018313,0.006242
260000000,2.043855,-0.572599,9.500135,-0.023324,0.010369,0.006444
270000000,2.069651,-0.705869,9.580788,-0.007487,-0.010945,0.010140
280000000,2.071662,-0.660082,9.618037,0.002739,-0.008101,0.010704
