0,0.908463,-0.375638,9.764283,0.017391,-0.003457,0.002763
10000000,0.873896,-0.340943,9.723066,-0.016947,-0.007306,-0.001376
20000000,0.854278,-0.171038,9.786183,0.010533,-0.005866,-0.015870
30000000,0.895054,-0.365017,9.776339,-0.014270,-0.012067,0.009815
40000000,0.883320,-0.327645,9.708981,-0.000846,0.007588,0.002190
50000000,0.823971,-0.310814,9.692984,-0.001206,-0.005212,-0.006299
60000000,0.866955,-0.269362,9.712463,0.004785,-0.023573,0.012905
70000000,0.847429,-0.312249,9.714442,-0.007345,-0.000757,-0.009373
80000000,0.782639,-0.345318,9.756877,-0.001378,0.004873,-0.003217
90000000,0.976161,-0.382593,9.697507,-0.021530,0.012168,-0.001926
100000000,0.827511,-0.388412,9.777911,-0.002237,-0.004159,-0.020052
110000000,0.799925,-0.393516,9.699003,0.020085,0.009257,-0.012779
120000000,0.844522,-0.307045,9.695475,0.016347,-0.006055,-0.000389
130000000,0.738909,-0.393412,9.741046,0.002173,0.010541,-0.008728
140000000,0.718741,-0.334119,9.709473,0.012226,0.014282,0.001613
150000000,0.950934,-0.419178,9.679709,-0.016963,-0.008693,-0.001290
160000000,0.890476,-0.293326,9.779709,0.008902,0.010740,0.006098
170000000,0.953525,-0.335605,9.780259,-0.000142,-0.013417,0.010467
180000000,0.959907,-0.276012,9.748554,0.006577,-0.000770,0.009389
190000000,0.880268,-0.358869,9.870768,0.004291,0.002805,0.002781
200000000,0.800417,-0.336244,9.764618,-0.000831,-0.009084,0.006448
210000000,0.849947,-0.359370,9.640635,0.007969,-0.008137,0.004088
220000000,0.747223,-0.339736,9.684895,-0.006877,0.009848,-0.005418
230000000,0.807080,-0.479474,9.819760,-0.015412,0.003481,0.004662
240000000,0.926001,-0.350797,9.769565,-0.001856,0.014099,0.015312
250000000,0.805398,-0.330823,9.758712,-0.000115,0.003646,0.007840
260000000,0.896572,-0.373136,9.745660,0.009410,-0.002858,-0.007726
270000000,0.849157,-0.345952,9.701295,-0.009229,0.012923,-0.004420
280000000,0.879651,-0.302292,9.742790,0.013854,0.012286,-0.007721
290000000,0.874441,-0.450259,9.746132,-0.000071,0.013600,-0.001120
300000000,0.849745,-0.308833,9.798218,0.006869,0.005512,0.016111
310000000,0.930015,-0.409175,9.674469,0.000829,-0.000592,0.007054
320000000,0.863880,-0.273912,9.849762,0.012022,0.003174,-0.002617
330000000,0.780752,-0.413676,9.788495,0.002198,0.019827,-0.006611
340000000,0.836772,-0.326279,9.691405,0.016603,-0.018093,0.010536
350000000,0.867082,-0.283095,9.764784,0.006860,0.015790,0.024447
360000000,0.926773,-0.335601,9.789216,-0.008980,-0.009427,-0.012754
370000000,0.854409,-0.303137,9.778156,0.001052,-0.011892,0.005094
380000000,0.848869,-0.298085,9.823381,-0.003407,-0.003442,0.016113
390000000,0.868961,-0.309143,9.666169,-0.010589,-0.008371,0.005120
400000000,0.828525,-0.343177,9.691954,0.013807,0.001275,-0.003582
410000000,0.816256,-0.369586,9.775648,0.009393,-0.004323,0.000161
420000000,0.869576,-0.442720,9.781474,-0.018781,0.017190,-0.004356
430000000,0.824896,-0.303899,9.684129,-0.003395,-0.015700,0.003126
440000000,0.904995,-0.365245,9.772010,-0.001019,-0.009666,0.007313
450000000,0.851808,-0.296228,9.748426,0.007283,0.004253,-0.012119
460000000,0.778819,-0.374781,9.679849,-0.010259,-0.001342,0.005617
470000000,0.873066,-0.282240,9.706655,0.002648,-0.002323,0.001300
480000000,0.830686,-0.396494,9.731050,-0.013327,0.001118,0.000987
490000000,0.940363,-0.316512,9.872276,-0.014156,-0.020011,0.001069
500000000,0.910293,-0.296973,9.707791,-0.006723,0.005906,-0.016263
510000000,0.867731,-0.346933,9.788857,-0.011955,0.012906,-0.000944
520000000,0.842785,-0.332047,9.750585,-0.005200,0.006361,-0.002901
530000000,0.809009,-0.345995,9.776434,-0.015569,0.000075,0.013330
540000000,0.879540,-0.393868,9.883327,0.016237,0.002450,-0.007243
550000000,0.901858,-0.300852,9.724374,0.000194,0.006331,0.014750
560000000,0.766410,-0.362036,9.785051,0.015107,-0.008054,-0.000460
570000000,0.894855,-0.366326,9.687150,-0.000460,0.014526,0.016948
580000000,0.896361,-0.312347,9.806527,0.005712,-0.006894,-0.005067
590000000,0.787216,-0.354591,9.737950,0.005041,-0.003713,-0.005421
600000000,0.899691,-0.257493,9.722831,0.008545,-0.002383,-0.004765
610000000,0.849578,-0.342428,9.754598,0.020443,-0.004837,-0.002918
620000000,0.895496,-0.285817,9.820747,-0.016269,-0.000096,0.006929
630000000,0.928270,-0.397376,9.777056,0.006684,0.008919,-0.005346
640000000,0.985442,-0.371892,9.709558,0.000161,-0.005608,0.019558
650000000,0.804801,-0.289370,9.747828,0.010465,-0.007760,0.017716
660000000,0.815948,-0.328103,9.811156,-0.009214,-0.011115,0.002912
670000000,0.788419,-0.330874,9.695867,0.004473,-0.003674,-0.018098
680000000,0.902380,-0.335401,9.755860,0.027715,0.008875,-0.008752
690000000,0.860301,-0.266249,9.792163,0.011879,0.015015,0.020135
700000000,0.896203,-0.327674,9.802652,-0.007558,-0.011907,-0.005289
710000000,0.933693,-0.314477,9.728968,-0.001445,-0.012926,-0.014529
720000000,0.773024,-0.279011,9.817949,-0.015015,0.010792,0.006769
730000000,0.863566,-0.244419,9.720929,0.003336,-0.005335,-0.009988
740000000,0.825580,-0.333244,9.690734,0.003148,0.000891,-0.001969
750000000,0.832034,-0.397442,9.783163,0.008401,-0.007185,-0.009902
760000000,0.859940,-0.344740,9.790187,-0.010429,-0.002466,0.002727
770000000,0.883428,-0.355144,9.772075,-0.018550,0.003359,0.001693
780000000,0.803003,-0.271796,9.811939,0.000641,0.010329,-0.004580
790000000,0.809043,-0.368353,9.751211,-0.002560,-0.001995,0.001949
800000000,0.839921,-0.334588,9.730250,0.000100,0.005560,-0.013128
810000000,0.867263,-0.332023,9.780766,-0.005006,-0.002881,0.018884
820000000,0.838630,-0.288746,9.800004,0.013179,0.000667,0.020065
830000000,0.964657,-0.354627,9.816270,-0.012004,0.006788,0.005079
840000000,0.891834,-0.321645,9.782883,-0.018784,-0.002636,-0.001863
850000000,0.884056,-0.318175,9.605998,-0.021215,0.003573,-0.003551
860000000,0.783770,-0.367889,9.808228,-0.001523,-0.005387,0.013668
870000000,0.794360,-0.391316,9.796844,-0.005077,-0.007734,-0.025810
880000000,0.814425,-0.354235,9.693231,0.004375,0.001852,-0.003383
890000000,0.862768,-0.301613,9.781293,-0.007111,0.001047,-0.013543
900000000,0.894152,-0.307856,9.736633,0.012549,0.002354,0.006989
910000000,0.849533,-0.404189,9.762446,0.011060,-0.020005,-0.006526
920000000,0.884926,-0.337210,9.765841,0.008007,0.012395,0.011875
930000000,0.825774,-0.365205,9.751519,0.008389,0.003171,0.001909
940000000,0.843014,-0.329146,9.773311,-0.018263,0.000890,0.016830
950000000,0.908126,-0.335294,9.672540,-0.002334,0.012804,0.004837
960000000,0.937698,-0.361616,9.692248,0.013257,0.002947,-0.000369
970000000,0.832891,-0.364522,9.787508,-0.021104,0.003124,0.003631
980000000,0.946153,-0.365029,9.793695,-0.009656,-0.008685,-0.003271
990000000,0.854610,-0.396212,9.753613,0.004675,0.000415,0.004930
1000000000,0.779254,-0.421749,9.745626,-0.003075,0.017429,-0.001729
1010000000,0.905363,-0.363187,9.876424,-0.003277,-0.000991,-0.008246
1020000000,0.889556,-0.349250,9.878256,0.008108,-0.013155,-0.000486
1030000000,0.836650,-0.319559,9.770476,-0.007291,-0.001004,0.002943
1040000000,0.861478,-0.327620,9.882552,0.000053,0.015202,0.009297
1050000000,0.838427,-0.360184,9.837502,0.009942,0.012374,-0.009688
1060000000,0.767941,-0.325538,9.794242,0.002421,0.015456,-0.026096
1070000000,0.844315,-0.295047,9.736172,0.010822,-0.000161,-0.004879
1080000000,0.843983,-0.377849,9.775311,0.009083,-0.002311,0.011577
1090000000,0.857153,-0.440612,9.804374,0.000129,0.000853,0.005597
1100000000,0.909482,-0.312270,9.722308,-0.000339,0.010488,0.004786
1110000000,0.903573,-0.377645,9.751071,-0.010099,0.016576,-0.011669
1120000000,0.845471,-0.336790,9.801246,-0.003578,0.005940,-0.019589
1130000000,0.843605,-0.430151,9.655812,-0.004182,0.005970,0.014343
1140000000,0.823492,-0.400938,9.697273,0.002589,0.001741,0.006568
1150000000,0.782353,-0.382909,9.746440,-0.005400,-0.000686,-0.001173
1160000000,0.833464,-0.285903,9.691336,0.010807,0.020203,-0.008146
1170000000,0.854717,-0.305001,9.855591,-0.007290,0.006148,-0.004508
1180000000,0.808020,-0.342427,9.644006,0.012156,-0.013531,-0.001525
1190000000,0.897747,-0.417056,9.740809,0.005929,-0.002881,0.007384
1200000000,0.914878,-0.287987,9.737004,0.002513,0.005192,0.000752
1210000000,0.777120,-0.327233,9.668755,-0.012700,-0.003461,-0.009495
1220000000,0.853065,-0.282729,9.794142,0.007185,0.005364,-0.007865
1230000000,0.824778,-0.339030,9.671253,-0.003658,-0.014894,0.013633
1240000000,0.816645,-0.330387,9.690406,-0.013477,-0.005942,0.010109
1250000000,0.776327,-0.252543,9.802539,-0.006249,0.010623,0.010750
1260000000,0.817611,-0.315468,9.747272,-0.006268,0.003030,0.009700
1270000000,0.842865,-0.357768,9.740782,0.000637,0.002478,-0.011945
1280000000,0.846660,-0.368971,9.759495,-0.004611,0.007095,0.011486
1290000000,0.922600,-0.311917,9.725780,0.018223,0.000801,0.014872
1300000000,0.865241,-0.329311,9.755763,0.011293,0.016523,-0.009982
1310000000,0.863538,-0.341694,9.716961,-0.003822,0.015645,-0.013502
1320000000,0.842494,-0.309200,9.765429,-0.000399,-0.007972,0.009009
1330000000,0.816863,-0.390726,9.779968,0.001257,-0.014400,0.014742
1340000000,0.834835,-0.475852,9.713344,-0.005193,-0.009329,-0.009611
1350000000,0.988561,-0.306987,9.778064,0.013662,0.000962,-0.005225
1360000000,0.860568,-0.337909,9.819917,-0.009264,-0.014769,0.002809
1370000000,0.843635,-0.348106,9.748876,-0.009741,0.002653,-0.000537
1380000000,0.862136,-0.343558,9.889083,0.019958,-0.011149,0.020273
1390000000,0.948826,-0.303285,9.760690,-0.003963,-0.009275,0.024371
1400000000,0.968855,-0.279897,9.698539,0.016156,0.026857,-0.005248
1410000000,0.823296,-0.387873,9.695108,0.006292,0.013465,-0.006969
1420000000,0.771545,-0.366757,9.821395,0.021663,-0.001578,0.009602
1430000000,0.864122,-0.373754,9.793846,-0.001215,0.007978,-0.002016
1440000000,0.839032,-0.350015,9.732090,-0.018830,-0.000290,-0.007287
1450000000,0.875688,-0.298253,9.772657,-0.014808,-0.001043,0.007126
